UnitID,Institution Name,Grand total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full-time adjusted fall 2018 cohort (EF2019D_RV),Students from the full-time adjusted fall 2018 cohort enrolled in fall 2019 (EF2019D_RV),Full-time adjusted fall 2017 cohort (EF2018D_RV),Students from the full-time adjusted fall 2017 cohort enrolled in fall 2018 (EF2018D_RV),Full-time adjusted fall 2016 cohort (EF2017D_RV),Students from the full-time adjusted fall 2016 cohort enrolled in fall 2017 (EF2017D_RV),Full-time adjusted fall 2015 cohort (EF2016D_RV),Students from the full-time adjusted fall 2015 cohort enrolled in fall 2016 (EF2016D_RV),Full-time adjusted fall 2014 cohort (EF2015D_RV),Students from the full-time adjusted fall 2014 cohort enrolled in fall 2015 (EF2015D_RV),Full-time adjusted fall 2013 cohort (EF2014D_RV),Students from the full-time adjusted fall 2013 cohort enrolled in fall 2014 (EF2014D_RV),Full-time adjusted fall 2012 cohort (EF2013D_RV),Students from the full-time adjusted fall 2012 cohort enrolled in fall 2013 (EF2013D_RV),Full-time adjusted fall 2011 cohort (EF2012D_RV),Students from the full-time adjusted fall 2011 cohort enrolled in fall 2012 (EF2012D_RV),Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),Value of endowment assets at the end of the fiscal year (F1819_F2_RV),Total expenses-Total amount (F1819_F2_RV),Value of endowment assets at the end of the fiscal year (F1718_F2_RV),Total expenses-Total amount (F1718_F2_RV),Value of endowment assets at the end of the fiscal year (F1617_F2_RV),Total expenses-Total amount (F1617_F2_RV),Value of endowment assets at the end of the fiscal year (F1516_F2_RV),Total expenses-Total amount (F1516_F2_RV),Value of endowment assets at the end of the fiscal year (F1415_F2_RV),Total expenses-Total amount (F1415_F2_RV),Value of endowment assets at the end of the fiscal year (F1314_F2_RV),Total expenses-Total amount (F1314_F2_RV),Value of endowment assets at the end of the fiscal year (F1213_F2_RV),Total expenses-Total amount (F1213_F2_RV),Value of endowment assets at the end of the fiscal year (F1112_F2_RV),Total expenses-Total amount (F1112_F2_RV),
106713,Central Baptist College,105,105,128,127,136,136,126,126,118,116,143,134,129,119,108,102,125,77,136,73,125,80,107,80,91,59,76,54,52,35,104,52,16650,16200,15750,15000,14400,13800,13350,12530,784144,908656,785684,611714,628444,626752,710676,412146,3378294,10275875,3263192,11249443,3219881,11361850,2592742,10716426,2764070,10289523,2736455,9671032,2515648,9388800,2097925,8830163,
154837,Central Baptist Theological Seminary,,,,,,,,,4,3,40,38,32,30,5,3,,,,,,,,,0,0,0,0,0,0,0,0,,,,9140,9140,9140,6980,6780,,,,,,96880,101430,18950,,,,,,,,,,4058453,3043814,3669512,,3416942,,3065910,
176938,Central Bible College,,,,,,,,,,,,,,,49,45,,,,,,,,,,,,,,,59,33,,,,,,,,12412,,,,,,,,,,,,,,,,,,,,,,,5872510,9288128,
154855,Central Christian College of Kansas,88,87,127,127,164,160,99,99,176,176,163,163,173,173,207,207,126,77,160,65,99,52,145,70,163,91,116,63,115,72,108,65,20450,20350,17240,16850,14501,16204,14800,19050,1123115,1553096,1706413,1059493,511679,1443962,1133154,623642,6733127,12797681,6469546,15029694,6139342,12766267,5964810,13101374,5427575,13420895,5549240,11935198,7079088,9927549,7742275,8247157,
176910,Central Christian College of the Bible,49,47,41,36,54,44,57,53,54,42,69,55,64,49,61,56,36,19,36,23,52,30,42,23,51,33,48,37,47,33,50,28,13900,13900,13900,13700,11900,11700,13800,13300,358097,271400,387748,433472,326380,435525,464800,512102,1419145,4546012,1388811,4179719,1139074,3993172,1064484,3957184,1052995,4402675,993400,4461969,938180,4790502,793418,4921144,
153108,Central College,337,337,278,278,322,322,323,323,317,317,429,429,309,309,320,320,278,228,322,253,323,261,317,252,429,336,309,240,320,265,412,341,38600,37296,35930,34612,33345,32124,30700,29540,9386020,6772831,7476461,7483847,6787017,8899451,5619155,5571754,79746593,45966237,81011253,45937925,76453480,45422100,71347418,45870332,78540803,46497083,79887626,45177554,71067325,45908403,68072250,47702556,
445267,Central Methodist University-College of Graduate and Extended Studies,3,3,4,2,3,3,2,1,6,3,,,,,,,2,0,3,1,1,0,3,0,0,0,,,,,,,6550,5760,5760,5400,5280,,,,0,0,0,0,2575,,,,,,,,,,,,,,,,,,,,
176947,Central Methodist University-College of Liberal Arts and Sciences,321,318,324,324,279,275,264,263,287,281,331,331,291,291,302,302,318,219,275,202,262,177,280,186,331,215,291,186,302,173,281,201,25070,24420,23770,23010,22360,21830,21320,20720,4516527,4631409,3905405,3003098,3314094,3589611,3418719,3368919,51664000,36394117,50099282,35344978,48347000,34236749,35376000,33080302,35787000,32136088,37020000,29023307,32813000,26504883,30372000,23738112,
189857,Central Yeshiva Tomchei Tmimim Lubavitz,96,96,39,39,36,36,28,28,62,62,85,85,92,92,78,78,39,27,36,23,28,18,62,13,85,56,92,68,78,53,86,62,7700,7700,7700,6700,6700,6700,6700,6700,102253,57889,46616,36326,46425,82004,97681,59406,,4233328,,4108635,,4653730,,4120739,,4208056,,4270891,,4392152,,4687704,
156408,Centre College,355,355,358,358,401,401,400,400,374,374,386,385,377,377,351,351,357,320,401,362,400,364,374,349,385,343,377,340,351,316,374,340,43000,41700,40500,39300,38200,37100,36020,35000,10724630,9847913,10107917,9147752,8294635,8051319,7394419,6163832,330599920,65159277,323609355,63804270,314331271,64297703,273857968,61285801,285886308,59653468,267165187,57095155,231243960,57630782,207316357,54400912,
141486,Chaminade University of Honolulu,283,273,296,287,283,258,289,256,251,215,269,239,280,263,280,233,184,158,210,166,256,198,211,157,238,175,263,201,233,170,304,209,26134,25374,24514,23310,21780,20940,20090,19330,2809384,2520411,2776963,3087337,2717226,2356815,2784314,2025366,23398930,47094750,21867766,47739605,20828684,46848539,19079520,48176900,14081144,45527790,13642624,46367445,11253340,44723814,10163644,41888238,
230852,Champlain College,524,521,538,536,587,586,663,646,590,553,630,630,594,594,601,601,536,442,586,454,636,501,548,449,619,486,579,468,601,474,488,383,41828,41010,39818,38660,37536,33000,31350,29865,11710639,11020612,10151981,10880808,7944638,8022728,6950165,5893456,25009249,91559252,24297680,92808777,21130159,92407588,17414489,86130424,16244196,81665449,14613080,78789025,11080417,74065528,10327057,70915707,
111948,Chapman University,1768,1760,1660,1656,1696,1678,1516,1511,1426,1419,1422,1418,1289,1284,1278,1273,1606,1465,1644,1475,1485,1344,1419,1265,1418,1282,1284,1170,1273,1155,1267,1155,54924,52724,50594,48710,47260,45393,43573,42084,39774217,35809161,34976912,30611403,25733952,26320533,23271447,21834726,406306000,356055980,394071000,317935381,352616000,291795889,301524000,275586641,301272000,252204752,273823000,239502057,229506000,224560016,188070000,203619317,
111966,Charles R Drew University of Medicine and Science,13,11,27,27,19,18,1,,,,1,1,5,4,5,1,27,19,17,9,0,0,0,0,,,4,4,1,1,6,3,13972,13972,13972,13444,,12436,11956,9957,11550,143000,9500,,,0,0,0,94266000,59149900,95108400,52820500,89987100,50404100,81155000,48011500,83034400,47984300,76672000,51156600,61873500,50303500,51327300,47253300,
217688,Charleston Southern University,579,578,585,582,642,638,723,722,756,749,652,652,656,656,626,626,582,378,624,418,722,474,749,522,652,422,656,422,626,405,694,391,26000,25540,24840,24140,23440,22840,22090,21440,8687933,8100310,8482957,8665689,9521044,7093363,6677202,6005542,19391285,60331053,19630648,57581415,18162991,53680189,16495279,50564558,17124053,47823546,16932877,47394498,15097745,45389575,13462376,42728329,
444778,Charlotte Christian College and Theological Seminary,,,,,2,1,5,3,8,3,6,,4,1,13,4,0,0,1,0,3,2,3,1,0,0,1,0,4,0,6,4,10670,10368,10070,9680,9320,8764,8380,7950,,,490,0,,,0,2500,,870195,,891621,,1073238,,987581,,1216648,,1195293,,1132856,,1076966,
211556,Chatham University,315,314,282,280,284,284,194,194,211,210,104,102,92,92,117,117,280,225,284,221,194,165,210,169,102,78,92,71,117,90,130,99,38738,37611,36510,35475,34440,33428,32454,31532,6658158,6060766,5994769,4056497,4181061,2134221,2313960,2050543,81633866,70146590,80481915,65300384,77680284,63275458,74972477,59205940,83921042,53503234,84726717,52813772,63349605,49662274,58867206,52149286,
183345,Chester College of New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211583,Chestnut Hill College,215,210,167,164,207,206,241,238,209,206,193,186,190,190,211,210,164,111,206,147,238,187,206,163,186,123,190,148,210,152,239,175,37200,36180,35180,34140,33130,32110,31170,30165,5235480,3390315,4088444,4658079,3851652,3209800,2470994,3252771,9471124,37232898,9363719,36912718,9429275,36130845,9119039,37305569,9284436,38342883,8692133,37850971,7348337,38725099,6025158,37986217,
144014,Chicago Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22352342,6538680,22748020,6400905,22841842,6342743,22947692,6416391,23489246,6007407,21828360,6094201,22830880,6463263,22397018,6063020,
198303,Chowan University,400,400,414,414,526,526,522,522,552,552,531,531,474,474,523,514,414,230,526,288,522,241,551,266,531,249,474,247,514,248,578,247,25480,24980,24480,23930,23400,22900,22510,21950,5005606,4788556,6228674,5656369,6078016,5109754,4566420,4484537,26183183,28238736,26068253,29295438,26085049,28195454,24284721,26150916,25099979,25109373,25039057,22645490,23893208,21871729,21629445,19848329,
189981,Christ the King Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4151869,4131452,4431129,3858000,4307356,3967883,4112402,4005972,4834401,4179105,4325555,3707950,4125726,3636104,3734309,3445791,
219833,Christian Brothers University,340,339,395,393,385,384,337,336,312,311,351,351,263,262,254,252,393,293,384,305,334,266,311,245,351,281,262,220,252,196,307,221,33840,32820,31870,30860,30166,29190,28210,27290,6903615,7307090,7155014,6052757,5252674,5892242,4239215,4117392,41245705,40309719,41934871,38456690,38590347,58570742,33687067,55650507,33303938,52448872,31704414,47031080,29399672,44993110,26877561,45674415,
260947,Christian Life College,,,,,4,1,1,1,9,6,3,3,5,2,8,5,,,,,1,0,3,3,3,2,2,1,3,1,3,2,,,3900,11000,11000,11000,11070,10590,,,,4580,21805,5000,1984,675,,,,,,456142,,514911,,435626,,453288,,551163,,549086,
150215,Christian Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119811635,17699903,117579121,19083450,99656311,19720687,94191970,19843511,104316528,20535916,109495728,18893639,97605305,11849615,95150157,10043540,
112127,Church Divinity School of the Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23103398,5051441,16243201,5100469,16022701,4799127,15499223,4913621,16397816,4717961,17562428,4687587,17275621,4797828,16424188,4676808,
201858,Cincinnati Christian University,,,241,236,121,118,201,197,107,94,103,98,111,109,120,113,,,118,58,197,100,94,73,96,72,103,76,100,77,104,65,17638,17228,17028,16414,15966,15266,15266,15255,,,804550,1376070,734518,624169,766165,706096,,,4261563,11686188,4249753,13035227,4182320,13851547,4135935,15508847,4702042,14953428,4534809,14396786,4239939,14686580,
201867,Cincinnati College of Mortuary Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20025,,,,,,,,,,,,,603823,2056627,572284,1920154,571029,1679901,528438,1577107,534539,1464476,491934,1387262,508303,1459519,491659,2023713,
244233,City College-Fort Lauderdale,19,14,18,17,18,14,18,11,35,27,46,29,47,33,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14539,14539,13695,13098,13068,12782,15840,15020,17700,20250,9000,6000,800,800,2500,500,,6450653,,6812545,,7638623,,8339183,,9097446,,20851598,61246,22374927,49119,23245702,
406547,City College-Gainesville,27,25,22,21,16,14,31,24,32,24,73,45,55,53,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14539,14539,13695,13098,13068,12782,15840,15020,7250,6500,5750,11300,1500,15360,3500,500,,3868498,,4022096,,4773513,,5526234,,5942062,,,,,,,
434539,City College-Miami,3,3,29,29,12,9,16,10,33,24,35,24,22,19,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14539,14539,13695,13098,13068,12782,15840,15020,500,33000,3000,3000,12500,7500,4000,0,,3866401,,4028395,,4799977,,5078619,,5193041,,,,,,,
234915,City University of Seattle,19,,15,,40,4,17,,170,,198,,50,6,40,12,,,4,3,0,0,0,0,,,,,5,2,6,3,,16973,16920,16748,,,14880,14440,,,0,,,,,0,4508270,34825241,4309866,35299367,3934416,32930807,,34361695,,34143958,,30784703,,28794417,,39751696,
457697,City Vision University,10,,,,4,,7,4,5,,4,2,7,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,5600,5600,7000,6000,6000,6000,6000,,3550,10500,3150,2400,6162,2100,4200,,449446,,522487,,474743,,465532,,536972,,1237076,,2209112,,2416109,
217873,Claflin University,460,459,572,572,519,519,490,490,450,449,389,389,385,385,442,440,572,398,519,393,490,385,449,346,389,301,384,271,440,309,408,302,17192,16854,16480,16158,15520,15010,15010,14528,1449254,2980154,1977263,2027048,1418838,996953,1126670,1634998,28619305,55240149,27606014,51419145,26003205,48519862,24597296,47436207,25295126,44326262,24759035,43662861,21707470,43525287,18955616,43638668,
112251,Claremont Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186766435,72126166,187747289,69753106,184099823,69277941,171047627,68317346,187162804,69217910,190098597,68707464,171759196,65055841,161506075,66077646,
112260,Claremont McKenna College,328,328,325,324,352,352,321,321,343,343,327,327,337,337,291,291,324,310,352,339,321,310,343,318,327,311,337,324,291,280,305,291,56475,54405,52825,50945,49045,47395,45625,44085,7184250,6679162,7500935,5065051,5211786,4344466,5180574,4765165,865475000,127469000,835306000,121489000,784363000,115518000,709106000,105522000,733871000,103871000,699493000,100715000,599147000,97562000,520583000,94066000,
124283,Claremont School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10125147,10499163,10925725,9695461,11794965,10619343,15033254,10689869,17738400,11084841,11218611,9226846,13619517,12173593,17795965,10068824,
138947,Clark Atlanta University,814,813,921,918,914,910,999,987,844,828,717,706,781,767,637,624,918,676,910,635,987,693,828,553,706,473,767,469,624,406,820,506,23144,22186,21892,22396,21945,21334,21100,19830,3440137,3817379,3678996,5005838,3105447,2389536,3936157,2274027,72500748,103606835,71438808,98281882,68523694,92812890,62217637,90511617,66542152,85845140,66719772,85290831,57780875,87217165,53707533,89196364,
165334,Clark University,665,665,582,582,615,615,548,543,671,669,552,547,621,614,594,587,582,499,615,532,543,465,669,587,547,478,614,540,587,520,544,503,47200,45730,44400,43150,41940,40730,39550,38450,16246437,13477511,13226308,10835578,14074811,10867730,12338179,10212183,417571573,114726000,436869339,110707000,408808149,107712000,369079797,106715000,403722249,103025000,392091757,100423000,354873812,97629000,299286426,98698000,
153126,Clarke University,134,134,197,196,162,162,158,158,180,180,183,183,181,181,155,155,196,142,162,115,158,119,180,128,183,139,180,132,155,118,163,132,34670,33350,31950,30900,29940,28900,28000,26950,2509132,3802879,2823797,2247294,2810721,2626837,2506215,1943869,26522267,25236100,27594783,25358440,26910533,25933048,24259677,26127650,31302936,26813707,32895989,26558056,31436877,25163911,29994218,23948468,
211024,Clarks Summit University,105,61,106,73,104,80,90,80,80,73,97,88,106,99,94,89,73,57,80,52,80,51,73,50,78,58,85,66,77,58,126,104,26082,23890,23890,22510,21850,20250,19710,19030,747945,851672,780046,782401,577414,757551,976327,504772,2146096,9367877,2140396,10538724,2131096,12013251,2158937,13225863,2109237,14303665,2100737,14333137,2089537,13955281,2079937,14438380,
180832,Clarkson College,27,25,19,17,43,40,32,29,34,33,34,28,36,32,47,43,17,10,23,16,26,20,26,20,28,20,32,21,35,24,16,14,14040,13392,16290,15780,13904,13352,12880,12562,43100,13700,94875,97700,100075,91750,97825,114750,5139496,20850658,4469272,19272326,3631019,18725052,2750010,17583160,2278455,16948907,2142532,16883517,1830835,16174061,1661659,15199606,
190044,Clarkson University,790,789,797,797,677,677,797,797,792,792,767,767,757,757,778,778,797,700,677,583,797,676,792,687,767,677,757,675,777,676,851,727,51128,49444,47950,46132,44630,42530,40540,38610,29166927,28110674,21785123,24027032,22553937,21021917,19856776,20241116,201698464,136872126,198326348,138451030,191141142,139172119,177099281,135094734,186140355,126458068,192917861,120180421,169437868,117476660,161642720,113336151,
156417,Clear Creek Baptist Bible College,18,17,18,14,6,6,7,4,22,17,12,10,6,5,11,10,14,8,3,2,4,2,17,11,10,8,5,3,10,8,14,14,9620,9440,9020,7220,6792,6724,6436,5882,81458,56885,30993,14694,72668,31185,17779,44429,21478317,3122457,21360185,3264427,20621427,3408429,17099861,3662709,17946856,3753025,16447210,3843443,14605642,4047655,13637488,4052075,
133085,Clearwater Christian College,,,,,,,,,,,73,71,126,125,115,115,,,,,,,,,,,125,75,115,67,122,84,,,,,,17865,17125,16715,,,,,,,634731,555191,,,,,,,,,,,1104379,8766226,879463,9308367,709796,10578187,
169327,Cleary University,92,92,62,53,102,80,68,53,61,51,58,55,48,43,35,30,53,43,80,56,52,35,47,33,55,36,43,31,30,13,5,4,20550,20550,19700,17600,20000,19200,18720,18480,1324857,524375,680147,345607,419811,349866,300041,75555,1361271,11577494,1332671,11370420,1288860,10073712,1235878,8714118,1121679,7776499,1082005,7358501,1060434,8060104,998704,8188540,
202046,Cleveland Institute of Art,155,155,175,175,154,154,161,161,168,168,139,139,155,155,138,138,175,139,154,133,161,144,168,138,139,116,137,111,138,108,127,100,43305,42055,40655,39585,38487,37565,36509,35145,3276470,3551962,3078550,2901911,3311196,2324452,2531164,2284251,27496382,23822149,27900243,22280932,27488482,22533089,25341436,23479387,27078601,21328645,27928585,20293436,25629525,18618250,24252472,19720598,
202073,Cleveland Institute of Music,54,54,62,62,58,58,60,60,67,67,55,55,64,64,60,60,62,59,58,52,59,53,62,59,55,47,60,56,60,51,55,45,42006,41987,49146,49106,47565,46027,44039,43580,1232800,1477443,1740800,1530900,1816350,1396500,1494500,1364605,42590108,19389431,42360636,19688689,40400458,20551157,36440042,20330273,38728399,19619616,38414130,19071034,37446675,18389711,33777956,17612550,
177038,Cleveland University-Kansas City,1,1,2,2,1,1,3,2,3,3,2,2,,,1,1,2,1,1,1,2,1,3,3,2,1,0,0,1,1,2,2,14400,14800,14800,14840,9120,9120,9120,8340,0,1000,1000,19615,0,0,,0,18759380,16441010,20598288,15011417,21779202,13866518,20285871,13243896,18778887,12935048,19943401,13043185,16968890,12826312,10755591,15228713,
153144,Coe College,379,379,393,393,400,400,374,374,377,377,376,376,390,389,364,364,393,314,400,298,374,304,377,283,376,289,388,301,363,286,361,294,45580,44050,42430,41000,39080,37320,35730,34220,12862608,12660599,11895890,10513371,9797827,9354336,8688086,7741680,96775214,41900194,92881906,40839176,91285572,40888280,86070730,40010899,92903821,37996820,97148763,38946178,92841819,37588636,87482958,35586109,
217907,Coker University,266,265,294,293,210,207,259,254,226,221,239,229,251,245,198,187,280,174,206,105,254,156,221,133,229,168,235,151,187,111,206,142,30196,29548,28684,27624,26568,25536,24579,23640,4794992,5280644,3080702,3696895,2803121,2957296,2731060,1777130,29389343,25630644,29562891,25122434,29223521,24845597,26262989,23555849,27693301,23401249,28402745,23138602,24752013,21702010,23213408,20908008,
161086,Colby College,522,522,580,580,552,552,510,510,508,508,480,480,483,483,493,493,623,583,600,562,540,508,508,470,480,445,483,446,493,459,467,443,57280,55210,53120,50960,49120,47350,45760,44320,10855531,12577837,12115455,9968623,8692985,7120120,8024266,6866850,869927000,159925000,828013000,154010000,775129000,144738000,710659000,139050000,745957000,127795000,740631000,116458000,649992000,113006000,599557000,109423000,
182634,Colby-Sawyer College,264,264,235,235,271,271,253,252,267,267,331,331,399,399,508,508,235,167,271,198,252,183,267,201,331,258,399,302,508,374,448,325,43646,42398,41186,39450,38860,38040,37300,35810,8374845,6767674,7473248,6496650,6956965,8559881,11224635,12677364,39447403,30990939,37515346,32268953,36057802,33844943,35989146,36164253,38417755,36256883,38878181,36553374,33213094,34329038,28859180,34663040,
112446,Coleman University,,,,,11,11,20,20,49,39,54,54,65,65,58,58,,,,,6,3,27,11,0,0,0,0,0,0,0,0,,,20725,20725,20725,20800,20200,19600,,,,2000,2000,2000,14000,0,,,,,,9240606,,11657420,,13642210,,15242240,,12738131,,12299588,
190080,Colgate Rochester Crozer Divinity School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18721357,3905255,20356794,4084975,20316228,4350891,20204029,4328253,21984476,4062405,22874182,3895699,20995594,4013791,20100698,3837752,
190099,Colgate University,786,786,815,815,771,771,766,766,773,773,767,767,759,759,756,756,815,773,771,726,766,722,771,728,767,725,759,724,756,704,764,728,58045,55870,53980,51955,49970,48175,46380,44640,15593951,15912169,14310298,13928560,15281871,13485332,11605797,10525081,934425860,219228075,923604266,205551354,881302522,191602065,821597248,184004732,892548824,181090132,865882401,174175874,760825400,165908490,687474010,156459907,
169442,College for Creative Studies,293,287,254,245,263,237,269,256,286,259,251,232,241,218,275,248,245,205,237,193,256,204,259,197,232,165,218,179,247,193,216,166,45815,44110,42460,40840,38950,37092,35710,34380,4984589,4081976,3522312,3732203,3665399,2847512,2562851,2431012,80340723,56811054,77958418,54579768,73381791,54982508,55101237,83614218,58363783,53372832,63380452,50241369,57716481,49369599,56052573,47860013,
439613,College of Biblical Studies,,,21,4,17,12,8,4,14,8,28,11,41,18,16,14,,,2,1,2,1,7,3,13,6,10,5,10,6,20,14,12400,12400,12400,12400,12400,12400,12350,12350,,,3625,3850,6761,0,9980,0,,,,2088718,,2222236,,2136371,,2125150,,2032337,,2318271,,2363271,
388520,College of Biblical Studies-Houston,45,7,1,,33,5,27,4,11,5,42,10,46,14,29,9,0,0,0,0,5,1,3,2,10,4,6,3,4,2,1,0,6955,6955,6946,6946,6946,6946,9801,9468,829,0,0,6947,1658,9213,13317,19368,656713,8754691,658700,7059236,656713,7085019,655713,7318281,1444213,8733893,1443213,8598363,1442213,7787126,1441213,6988482,
413617,College of Menominee Nation,29,14,81,44,91,56,55,34,63,39,90,47,89,63,116,70,3,3,1,0,1,1,1,0,7,3,5,3,24,16,15,10,6200,6200,6200,6200,6200,6170,6170,6170,2102,16000,17360,6524,9000,29000,24666,19512,3916942,9455634,3699952,9291402,3422298,12065270,3080165,11738175,2993635,17822466,4078296,16066617,4122005,17602725,,16746171,
193399,College of Mount Saint Vincent,441,441,412,412,447,447,436,436,321,321,518,518,386,386,486,486,412,321,447,342,436,317,321,249,518,403,386,268,486,325,438,309,40980,38180,37100,35130,22490,31290,30290,29170,11073647,10094608,9938919,8531036,2162659,9308494,5794940,6276079,26684969,52063474,24516412,51747402,21950437,50271384,17395110,45235971,17181154,46250922,13581080,44115893,9941429,42266541,8639273,40633691,
167394,College of Our Lady of the Elms,180,178,145,141,173,173,164,163,182,182,187,187,187,187,200,194,141,116,173,137,163,137,182,148,187,153,187,160,194,155,198,155,37000,35788,34578,33412,32280,31188,30132,29112,3773344,3140735,3600248,3179542,3221151,3302434,3136413,3279843,11897034,28743054,12198796,28939282,8823823,28334769,8208215,27275557,8049948,25314627,7877993,23812637,7685174,21899999,7556761,20386310,
174747,College of Saint Benedict,438,438,445,437,524,519,507,503,475,473,550,542,543,538,495,490,437,372,519,460,503,439,476,397,542,492,538,474,490,435,525,466,46460,45264,43738,42271,40846,39402,37926,36218,12969117,12092022,13665372,12502353,11021176,12393425,11618147,9591376,83506118,64462682,78104901,64490145,72144466,64376295,60290451,66263910,57787721,63590703,57320826,65266356,49499619,66846320,43210239,59196141,
